existingItemLabel,newItemLabel,title,subtitle,statedAs,statedAsCreator2,creator,educated at,creatorNew,creatorNew2,CreatorMastersReconciled,creatorDoctoralReconciled,instance of,genre,Den,submittedTo,inception,language,pages,Leaf,page,RomanNumberedPage,degreeSupervisor,degreeSupervisor 1,degreeSupervisor 2,degreeSupervisor 3,degreeSupervisor 4,hdlURI,hdl,OCLCID
,Characterization and Analysis of Repetitive Centromeres,Characterization and Analysis of Repetitive Centromeres,,Sivakanthan Kasinathan,,Sivakanthan Kasinathan,University of Washington,,,,Sivakanthan Kasinathan,human,doctoral thesis,"doctoral thesis by Sivakanthan Kasinathan, 2017",University of Washington,2017,English,"vi, 89 pages ",,89,vi,"Henikoff, Steve,degree supervisor.",Steve Henikoff,,,,http://hdl.handle.net/1773/40937,1773/40937,1037022157
,Cytosolic Reconnaissance: Host Strategies For Sensing and Controlling Bacteria,Cytosolic Reconnaissance,Host Strategies For Sensing and Controlling Bacteria,Adelle P. McFarland,,Adelle P McFarland,,,,,Adelle P McFarland,human,doctoral thesis,"doctoral thesis by Adelle P. McFarland, 2018",University of Washington,2018,English,"xv, 158 pages ",,158,xv,"Woodward, Joshua John,degree supervisor.",Joshua John Woodward,,,,http://hdl.handle.net/1773/42479,1773/42479,1078262175
,Dux4-induced Histone Variants H3.x and H3.y Mark Dux4 Target Genes For Expression,Dux4-induced Histone Variants H3.x and H3.y Mark Dux4 Target Genes For Expression,,Rebecca Resnick,,Rebecca Resnick,,,,,Rebecca Resnick,human,doctoral thesis,"doctoral thesis by Rebecca Resnick, 2018",University of Washington,2018,English,"v, 79 pages  ",,79,v,"Tapscott, Stephen Justice,degree supervisor.",Stephen Justice Tapscott,,,,http://hdl.handle.net/1773/43427,1773/43427,1091059471
,Structural Studies of Bk Ion Channel in a Lipid Environment,Structural Studies of Bk Ion Channel in a Lipid Environment,,Lige Tonggu,,Lige Tonggu,,,,,Lige Tonggu,human,doctoral thesis,"doctoral thesis by Lige Tonggu, 2018",University of Washington,2018,English,"viii, 83 pages ",,83,viii,"Wang, Liguo(Chemical engineer),degree supervisor.",Liguo(Chemical engineer) Wang,,,,http://hdl.handle.net/1773/43108,1773/43108,1085909916
,Evaluating Determinants of Mitochondrial Mutagenesis and Their Intersections With Cell Fate,Evaluating Determinants of Mitochondrial Mutagenesis and Their Intersections With Cell Fate,,William Valente,,William J. Valente,,,,,William J. Valente,human,doctoral thesis,"doctoral thesis by William Valente, 2018",University of Washington,2018,English,"iii, 103 pages ",,103,iii,"Bielas, Jason Harris,1975-degree supervisor.",Jason Harris Bielas,,,,http://hdl.handle.net/1773/42485,1773/42485,1078254050
,Analysis of Protein Adaptation From High Throughput Mutagenesis Studies,Analysis of Protein Adaptation From High Throughput Mutagenesis Studies,,Bryan L. Andrews,,Bryan L Andrews,,,,,Bryan L Andrews,human,doctoral thesis,"doctoral thesis by Bryan L. Andrews, 2020",University of Washington,2020,English,"x, 111 pages ",,111,x,"Fields, Stanley,degree supervisor.",Stanley Fields,,,,http://hdl.handle.net/1773/46521,1773/46521,1248746935
,Defensin Driven Viral Evolution,Defensin Driven Viral Evolution,,Karina Diaz,,Karina Diaz,,,,,Karina Diaz,human,doctoral thesis,"doctoral thesis by Karina Diaz, 2020",University of Washington,2020,English,86 pages ,,86,,"Smith, Jason G.(Jason Gregory),degree supervisor.",Jason G.(Jason Gregory) Smith,,,,http://hdl.handle.net/1773/46130,1773/46130,1196249685
,Kdm4d Overexpression Enhances Cardiac Regeneration and Mitigates Myocardial Damage in Response to Ischemic Injury,Kdm4d Overexpression Enhances Cardiac Regeneration and Mitigates Myocardial Damage in Response to Ischemic Injury,,Miles Freeman,,Miles D Freeman,,,,,Miles D Freeman,human,doctoral thesis,"doctoral thesis by Miles Freeman, 2020",University of Washington,2020,English,"v, 77 pages ",,77,v,"MacLellan, William R.,degree supervisor.",William R. MacLellan,,,,http://hdl.handle.net/1773/46126,1773/46126,1196250731
,Kinase Cdk1 and Kinesin Kar3 Regulate the Dam1 Complex in Its Role to Strengthen Kinetochore-microtubule Attachment,Kinase Cdk1 and Kinesin Kar3 Regulate the Dam1 Complex in Its Role to Strengthen Kinetochore-microtubule Attachment,,Abraham Gutierrez,,Abraham Gutiérrez,,,,,Abraham Gutiérrez,human,doctoral thesis,"doctoral thesis by Abraham Gutierrez, 2020",University of Washington,2020,English,137 pages ,,137,,"Biggins, Susan,1968-degree supervisor.",Susan Biggins,,,,http://hdl.handle.net/1773/46128,1773/46128,1196249577
,Understanding the Mechanistic and Functional Consequences of Splicing Factor Mutations,Understanding the Mechanistic and Functional Consequences of Splicing Factor Mutations,,Joseph Pangallo,,Joseph Pangallo,,,,,Joseph Pangallo,human,doctoral thesis,"doctoral thesis by Joseph Pangallo, 2020",University of Washington,2020,English,"xii, 65 pages ",,65,xii,"Bradley, Robert Kurata,degree supervisor.",Robert Kurata Bradley,,,,http://hdl.handle.net/1773/46520,1773/46520,1245872418
,"""Study Nature, Not Books"": Education in 19th Century Natural History Museums","""Study Nature, Not Books""",Education in 19th Century Natural History Museums,Ryan Horvath,,Ryan Horvath,Drake University,,,Ryan Horvath,,human,master's thesis,"master's thesis by Ryan Horvath, 2012",University of Washington,2012,English,"iv, 46 pages ",,46,iv,"O'Donnell, Wilson,thesis advisor.",Wilson O'Donnell,,,,http://hdl.handle.net/1773/20596,1773/20596,817968693
,Terminals or Galleries? an Exploratory Study of Museum Operations in Aiports,Terminals or Galleries? an Exploratory Study of Museum Operations in Aiports,,Hal Kramer,,Hal Kramer,,,,Hal Kramer,,human,master's thesis,"master's thesis by Hal Kramer, 2013",University of Washington,2013,English,46 pages ,,46,,"Morrissey, Kris,degree supervisor.",Kris Morrissey,,,,http://hdl.handle.net/1773/24064,1773/24064,881110664
,Inspire: Understanding Scent Inclusion in Museum Settings,Inspire,Understanding Scent Inclusion in Museum Settings,Molly Bishop,,Mary Bishop,,,,Mary Bishop,,human,master's thesis,"master's thesis by Molly Bishop, 2017",University of Washington,2017,English,"iii, 80 pages",,80,iii,"O'Donnell, Wilson,degree supervisor.",Wilson O'Donnell,,,,http://hdl.handle.net/1773/40395,1773/40395,1011689265
,Rethinking Centralization: Innovation in Early Soviet Avant-garde Museology,Rethinking Centralization,Innovation in Early Soviet Avant-garde Museology,Teofila Cruz-Uribe,,Teofila Cruz-Uribe,University of Washington,,,Teofila Cruz-Uribe,,human,master's thesis,"master's thesis by Teofila Cruz-Uribe, 2018",University of Washington,2018,English,92 pages ,,92,,"O'Donnell, Wilson,degree supervisor.",Wilson O'Donnell,,,,http://hdl.handle.net/1773/42011,1773/42011,1057900920
,The Suzuki Beginner: A Teacher's Guide to the Suzuki Principles of Violin,The Suzuki Beginner,A Teacher's Guide to the Suzuki Principles of Violin,Shirley Lee,,Shirley Lee,University of Washington,,,,Shirley Lee,human,doctoral thesis,"doctoral thesis by Shirley Lee, 1992",University of Washington,1992,English,"vi, 74, [1] leaves ",75,,vi,"Staryk, Steven,1932-degree supervisor.http://www.wikidata.org/entity/Q7615299",Q7615299,,,,http://hdl.handle.net/1773/11383,1773/11383,27090719
,"Multiple Interpretations of a Charismatic Individual: The Case of the Great Nagasvaram Musician, T.n. Rajarattinam Pillai",Multiple Interpretations of a Charismatic Individual,"The Case of the Great Nagasvaram Musician, T.n. Rajarattinam Pillai",Yoshitaka Terada,,Yoshitaka Terada,University of Washington,,,,Yoshitaka Terada,human,doctoral thesis,"doctoral thesis by Yoshitaka Terada, 1992",University of Washington,1992,English,"xvi, 361 leaves ",361,,xvi,"Neuman, Daniel M.,1944-degree supervisor.http://www.wikidata.org/entity/Q26251476",Q26251476,,,,http://hdl.handle.net/1773/11256,1773/11256,28188960
,The Role of Solo Violin in the Orchestral Compositions of Richard Strauss,The Role of Solo Violin in the Orchestral Compositions of Richard Strauss,,Wonsoon Chung,,Won Soon Chung,University of Washington,,,,Won Soon Chung,human,doctoral thesis,"doctoral thesis by Wonsoon Chung, 1997",University of Washington,1997,English,"iv, 75 leaves ",75,,iv,"Staryk, Steven,1932-degree supervisor.http://www.wikidata.org/entity/Q7615299",Q7615299,,,,http://hdl.handle.net/1773/11416,1773/11416,39920703
,Analysis and Comparative Review of Principles of Violin Playing and Teaching By Ivan Galamian,Analysis and Comparative Review of Principles of Violin Playing and Teaching By Ivan Galamian,,Michelle Curtis,,Michelle Waller,Griffith University,,,,Michelle Waller,human,doctoral thesis,"doctoral thesis by Michelle Curtis, 1996",University of Washington,1996,English,"iv, 124 leaves ",124,,iv,"Staryk, Steven,1932-degree supervisor.http://www.wikidata.org/entity/Q7615299",Q7615299,,,,http://hdl.handle.net/1773/11243,1773/11243,37611478
,The Unique Expression of Shostakovich's Violin Writing,The Unique Expression of Shostakovich's Violin Writing,,Sunny Lee,,Sunny Lee,University of Washington,,,,Sunny Lee,human,doctoral thesis,"doctoral thesis by Sunny Lee, 1994",University of Washington,1994,English,"ii, 85 leaves ",85,,ii,"Staryk, Steven,1932-degree supervisor.http://www.wikidata.org/entity/Q7615299",Q7615299,,,,http://hdl.handle.net/1773/11436,1773/11436,31727162
,An Analytical Study of Paganini's Twenty-four Caprices For Solo Violin,An Analytical Study of Paganini's Twenty-four Caprices For Solo Violin,,Keh-Shu Shen,,Keh-Shu Shen,University of Washington,,,,Keh-Shu Shen,human,doctoral thesis,"doctoral thesis by Keh-Shu Shen, 1997",University of Washington,1997,English,97 leaves ,97,,,"Staryk, Steven,1932-degree supervisor,http://www.wikidata.org/entity/Q7615299",Q7615299,,,,http://hdl.handle.net/1773/11338,1773/11338,38053789
,A Study of the Use of Programmatic and Liturgical Themes in Selected Wind Ensemble Compositions of David Gillingham,A Study of the Use of Programmatic and Liturgical Themes in Selected Wind Ensemble Compositions of David Gillingham,,Raydell Cecil Bradley,,Raydell Bradley,University of Washington,,,,Raydell Bradley,human,doctoral thesis,"doctoral thesis by Raydell Cecil Bradley, 2000",University of Washington,2000,English,"vi, 141 leaves ",141,,vi,"Salzman, Timothy,1955-degree supervisor.http://www.wikidata.org/entity/Q99534507",Q99534507,,,,http://hdl.handle.net/1773/11229,1773/11229,46949066
,The Question of Tradition: Steven Staryk-perspectives of Violin Playing and Music,The Question of Tradition,Steven Staryk-perspectives of Violin Playing and Music,Kyung Sun Chee,,Kyung Sun Chee,University of Washington,,,,Kyung Sun Chee,human,doctoral thesis,"doctoral thesis by Kyung Sun Chee, 1998",University of Washington,1998,English,"iii, 112 leaves ",112,,iii,"Staryk, Steven,1932-degree supervisor.http://www.wikidata.org/entity/Q7615299",Q7615299,,,,http://hdl.handle.net/1773/11305,1773/11305,40301540
,A Study of the Programmatic Aspects in the Wind Music of Michael Colgrass,A Study of the Programmatic Aspects in the Wind Music of Michael Colgrass,,"Stephen DeLancey Clickard, Jr",,Stephen D. Clickard,University of Washington,,,,Stephen D. Clickard,human,doctoral thesis,"doctoral thesis by Stephen DeLancey Clickard, Jr, 1999",University of Washington,1999,English,"vi, 107 leaves ",107,,vi,"Salzman, Timothy,1955-degree supervisor.http://www.wikidata.org/entity/Q99534507",Q99534507,,,,http://hdl.handle.net/1773/11339,1773/11339,43938885
,"A Comparison of the Wind Band Writing of Three Contemporary Composers: Karel Husa, Timothy Broege, and Cindy Mctee",A Comparison of the Wind Band Writing of Three Contemporary Composers,"Karel Husa, Timothy Broege, and Cindy Mctee",David Charles Fullmer,,David Fullmer,University of Washington,,,,David Fullmer,human,doctoral thesis,"doctoral thesis by David Charles Fullmer, 2003",University of Washington,2003,English,"iv, 189 leaves ",189,,iv,"Salzman, Timothy,1955-degree supervisor.http://www.wikidata.org/entity/Q99534507",Q99534507,,,,http://hdl.handle.net/1773/11287,1773/11287,54894375
,Toward a Theory of Conducting Motion,Toward a Theory of Conducting Motion,,Christopher Jason Koch,,Christopher Koch,University of Washington,,,,Christopher Koch,human,doctoral thesis,"doctoral thesis by Christopher Jason Koch, 2003",University of Washington,2003,English,"v, 156 leaves ",156,,v,"Salzman, Timothy,1955-degree supervisor.http://www.wikidata.org/entity/Q99534507",Q99534507,,,,http://hdl.handle.net/1773/11214,1773/11214,53915481
,A Study of the Wind Band Writing of Two Contemporary Composers: Libby Larsen and Frank Ticheli,A Study of the Wind Band Writing of Two Contemporary Composers,Libby Larsen and Frank Ticheli,Linda R. Moorhouse,,Linda Moorhouse,University of Washington,,,,Linda Moorhouse,human,doctoral thesis,"doctoral thesis by Linda R. Moorhouse, 2006",University of Washington,2006,English,"viii, 314 leaves ",314,,viii,"Salzman, Timothy,1955-degree supervisor.http://www.wikidata.org/entity/Q99534507",Q99534507,,,,http://hdl.handle.net/1773/11278,1773/11278,76964008
,An Examination of Olympic Dances By John Harbison,An Examination of Olympic Dances By John Harbison,,Judson J. Scott,,Judson Jay Scott,University of Washington,,,,Judson Jay Scott,human,doctoral thesis,"doctoral thesis by Judson J. Scott, 2003",University of Washington,2003,English,"iv, 122 leaves ",122,,iv,"Salzman, Timothy,1955-degree supervisor.http://www.wikidata.org/entity/Q99534507",Q99534507,,,,http://hdl.handle.net/1773/11381,1773/11381,54091113
,The Life and Works of Peter R. Hallock (b. 1924),The Life and Works of Peter R. Hallock (b. 1924),,Jason Allen Anderson,,Jason Anderson,University of Washington,,,,Jason Anderson,human,doctoral thesis,"doctoral thesis by Jason Allen Anderson, 2007",University of Washington,2007,English,"vii, 293 leaves ",293,,vii,"Boers, Geoffrey,degree supervisor.http://www.wikidata.org/entity/Q99629065",Q99629065,,,,http://hdl.handle.net/1773/11448,1773/11448,166577583
,The Influence of French Baroque Dance On the Cantatas of Johann Sebastian Bach,The Influence of French Baroque Dance On the Cantatas of Johann Sebastian Bach,,Adam David Burdick,,Adam Burdick,University of Washington,,,,Adam Burdick,human,doctoral thesis,"doctoral thesis by Adam David Burdick, 2007",University of Washington,2007,English,"iv, 159 leaves ",159,,iv,"Boers, Geoffrey,degree supervisor.http://www.wikidata.org/entity/Q99629065",Q99629065,,,,http://hdl.handle.net/1773/11389,1773/11389,191051178
An Investigation of Current Instruction Practices for the Undergraduate Instrumental Conducting Student Concerning Left Hand Technique and Facial Gestures,,An Investigation of Current Instruction Practices For the Undergraduate Instrumental Conducting Student Concerning Left Hand Technique and Facial Gestures,,Christopher Carl Chapman,,Christopher Chapman,University of Washington,,,,Christopher Chapman,human,doctoral thesis,"doctoral thesis by Christopher Carl Chapman, 2008",University of Washington,2008,English,"vi, 219 leaves",219,,vi,"Salzman, Timothy,1955-degree supervisor.http://www.wikidata.org/entity/Q99534507",Q99534507,,,,http://hdl.handle.net/1773/11302,1773/11302,262620864
"Contributions to the Wind Ensemble Medium by Three Contemporary American Composers: Norman Dello Joio, Warren Benson, and Samuel Adler",,"Contributions to the Wind Ensemble Medium By Three Contemporary American Composers: Norman Dello Joio, Warren Benson, and Samuel Adler",,Mitchell Bryanb Lutch,,Mitchell Lutch,University of Washington,,,,Mitchell Lutch,human,doctoral thesis,"doctoral thesis by Mitchell Bryanb Lutch, 2008",University of Washington,2008,English,"vii, 336 leaves ",336,,vii,"Salzman, Timothy,1955-degree supervisor.http://www.wikidata.org/entity/Q99534507",Q99534507,,,,http://hdl.handle.net/1773/11437,1773/11437,271260170
String Quartet,,String Quartet,,Joshua Archibald-Seiffer,,Josh Archibald-Seiffer,University of Washington,,,Josh Archibald-Seiffer,,human,master's thesis,"master's thesis by Joshua Archibald-Seiffer, 2013",University of Washington,2013,English,1 score 11 pages,, 11,,"Durand, Joël-François,degree supervisor.http://www.wikidata.org/entity/Q684032",Q684032,,,,http://hdl.handle.net/1773/22877,1773/22877,876753235
"""Now Sing From the Mouth and From the Heart"": The Spiritual Folksongs of Cyrillus Kreek",,"""Now Sing From the Mouth and From the Heart""",The Spiritual Folksongs of Cyrillus Kreek,Laney McClain Armstrong,,Laney McClain Armstrong,University of Washington,,,,Laney McClain Armstrong,human,doctoral thesis,"doctoral thesis by Laney McClain Armstrong, 2013",University of Washington,2013,English,63 pages ,,63,,"Boers, Geoffrey,degree supervisor.http://www.wikidata.org/entity/Q99629065",Q99629065,,,,http://hdl.handle.net/1773/23570,1773/23570,879580556
100 Chants: A Resource for Choral Practice and Performance,,100 Chants,A Resource For Choral Practice and Performance,Eric William Barnum,,Eric Barnum,University of Washington,,,,Eric Barnum,human,doctoral thesis,"doctoral thesis by Eric William Barnum, 2013",University of Washington,2013,English,"vii, 235 pages ",,235,vii,"Boers, Geoffrey,degree supervisor.http://www.wikidata.org/entity/Q99629065",Q99629065,,,,http://hdl.handle.net/1773/23574,1773/23574,879613650
"The Effect of Intentional, Preplanned Movement On Novice Conductors' Gesture",,"The Effect of Intentional, Preplanned Movement On Novice Conductors' Gesture",,Erin N. Bodnar,,Erin Bodnar,University of Washington,,,,Erin Bodnar,human,doctoral thesis,"doctoral thesis by Erin N. Bodnar, 2013",University of Washington,2013,English,"iv, 140 pages  ",,140,iv,"Salzman, Timothy,1955-degree supervisor.http://www.wikidata.org/entity/Q99534507",Q99534507,,,,http://hdl.handle.net/1773/23575,1773/23575,879580829
